duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,13,1.0,1.0,0.0,0.0,0.37,0.11,0.0,255,65,0.25,0.02,0.0068378487743667,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,19,1.0,0.9577514573179949,0.0,0.04224854268200507,0.4712427134100253,0.05,0.08449708536401014,190,55,0.29224854268200506,0.021550291463598985,0.013100582927197974,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,254,254,1.0,0.0,0.0,0.0,0.004763223522069044,0.004763223522069044,0.03428967056620713,0.03428967056620713,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,16,1.0,1.0,0.0,0.0,0.29,0.10330245548781752,0.0,255,16,0.06669754451218249,0.08,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,1,0,0,0,0,0,0,53550,7300,1,1,0,0,0,4,3,0.0,0.0,0.22988134746387662,0.27769150340607923,0.850593262680617,0.2988134746387662,0.0,145,145,1.0,0.0,0.005976269492775323,0.0,0.0,0.0,0.04804746101444935,0.04804746101444935,0,smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,20,0.7019931428062446,0.1825182171296236,0.2980068571937554,0.2980068571937554,0.038940205715812665,0.07,0.06317938285256201,255,8,0.028940205715812663,0.07298006857193756,0.0,0.0,0.7019931428062446,0.7019931428062446,0.2980068571937554,0.2980068571937554,0,smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,0.6254780604246614,0.6254780604246614,0.37452193957533864,0.37452193957533864,0.11123565818726017,0.056254780604246615,0.0,255,2,0.01,0.07625478060424662,0.0,0.0,0.6254780604246614,0.6254780604246614,0.37452193957533864,0.37452193957533864,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.0,1.0,0.0,0.0,0.4542001509275875,0.5845142425921178,0.0,255,62,0.2415485757407882,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,0,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.09324995889171575,0.09324995889171575,1.0,0.0,0.0,145,145,1.0,0.0,0.01,0.0,0.0,0.0,0.028649991778343147,0.028649991778343147,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,86,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,smote
0,0,0,0,1,0,0,0,0,0,0,49023,888,0,1,0,0,0,2,2,0.0,0.0,0.5,0.5517148556200733,1.0,0.0,0.20381737214970053,255,255,1.0,0.0,0.0,0.0,0.006957949669407455,0.006957949669407455,0.04695794966940746,0.04695794966940746,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,1.0,1.0,0.0,0.0,0.42939967928576045,0.25,0.0,255,66,0.25944208838346106,0.02,0.0005579116165389236,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,4,4,0.00112225799603341,0.00112225799603341,0.25,0.25,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.030134670959524008,0.030134670959524008,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,84,1.0,0.0,0.01,0.0,0.004502768104415907,0.004502768104415907,0.0979557103293455,0.0979557103293455,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,13,1.0,1.0,0.0,0.0,0.2650506077927289,0.08252530389636445,0.0,131,33,0.26,0.03,0.03,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135,17,1.0,1.0,0.0,0.0,0.12671511888847029,0.05,0.0,255,6,0.02557170629615676,0.06442829370384325,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,1,0,0,0,0,0,0,54060,7300,1,1,0,0,0,4,4,0.0,0.0,0.2198549767048459,0.2198549767048459,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,19,1.0,1.0,0.0,0.0,0.2623603407131224,0.0520600567855204,0.0,255,61,0.2420600567855204,0.02,0.01,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,15,1.0,1.0,0.0,0.0,0.32239521741735383,0.08952095651652923,0.0,255,62,0.24904191303305848,0.02,0.00047904348347076187,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,0,0,54540,8314,1,1,0,0,0,6,6,0.17,0.17,0.05811718069568567,0.05811718069568567,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.00658134231201849,0.00658134231201849,0.04683731537596302,0.04683731537596302,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0.9704258902164908,1.0,0.029574109783509148,0.0,0.2494321463780122,0.1597160731890061,0.0,255,32,0.1294321463780122,0.04014196340549695,0.01014196340549695,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,18,1.0,1.0,0.0,0.0,0.28484173337398117,0.06161391112466037,0.0,255,59,0.23484173337398115,0.028386088875339624,0.016772177750679244,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,5,5,0.0,0.0,0.4382858931705219,0.519142946585261,1.0,0.0,0.2668282762686388,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0319142946585261,0.0319142946585261,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,163,163,1.0,0.0,0.01,0.0,0.0,0.0,0.03728381304906866,0.03728381304906866,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,131,1.0,0.0,0.01,0.0,0.0,0.0,0.02,0.02,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,14,1.0,1.0,0.0,0.0,0.3020346199708587,0.08617867091174013,0.0,255,54,0.21146398726477963,0.026178670911740122,0.016178670911740124,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,104,104,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,32,1.0,0.0,0.03,0.0,0.02887809028773608,0.02887809028773608,0.031121909712263918,0.031121909712263918,0,smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,16,0.49463474349407033,0.49463474349407033,0.5053652565059297,0.5053652565059297,0.11483904230482211,0.06,0.0,255,7,0.03,0.07,0.0,0.0,0.49463474349407033,0.49463474349407033,0.5053652565059297,0.5053652565059297,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.08060626225654732,0.08060626225654732,1.0,0.0,0.0,10,10,1.0,0.0,0.09806062622565473,0.0,0.0,0.0,0.04433344424110103,0.04433344424110103,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,6,6,0.0,0.0,0.0,0.09136088306461881,1.0,0.0,0.1388685422582206,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04903669403224574,0.04903669403224574,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.0,0.20499148632404746,1.0,0.0,0.41619483587003575,156,156,1.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,6,1.0,1.0,0.0,0.0,0.4170581391796308,0.25,0.0,255,66,0.2587925336410332,0.02,0.001207466358966801,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,10,1.0,1.0,0.0,0.0,0.39976965546126625,0.15930896638379868,0.0,255,66,0.26,0.02,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,172,5,1.0,1.0,0.0,0.0,0.034392057116756594,0.06,0.0,255,5,0.024392057116756592,0.05560794288324341,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,4,0.0,0.0,0.0,0.11131850619117614,1.0,0.0,0.22263701238235228,27,27,1.0,0.0,0.04,0.0,0.0,0.0,0.03883081826647068,0.03883081826647068,0,smote
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,15,0.0,0.0,1.0,1.0,0.05511882456566265,0.06511882456566265,0.0,255,15,0.0602376491313253,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,5,0.0,0.0,0.0,0.36261255944282406,1.0,0.0,0.562612559442824,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0362612559442824,0.0362612559442824,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223,26,1.0,0.4098459192189294,0.0,0.0,0.04900770403905354,0.06099229596094646,0.11099229596094647,255,10,0.04,0.07801540807810707,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,2,2,0.0,0.0,0.08572885584170636,0.08572885584170636,1.0,0.0,0.0,4,4,1.0,0.0,0.6185065915044068,0.0,0.0,0.0,0.0471508707129385,0.0471508707129385,0,smote
0,0,0,0,0,0,0,0,0,0,0,51966,3837,1,1,0,0,0,2,2,0.31425108511810196,0.31425108511810196,0.18574891488189804,0.2489035459417434,1.0,0.0,0.2489035459417434,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,27,1.0,0.6776048697290239,0.0,0.0,0.07569688756751888,0.06,0.06784844378375945,255,18,0.07354533135127833,0.06215155621624056,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,19,0.3725321012339272,0.3725321012339272,0.6274678987660728,0.6274678987660728,0.13,0.053725321012339275,0.0,255,12,0.05,0.07,0.0,0.0,0.3725321012339272,0.3725321012339272,0.6274678987660728,0.6274678987660728,0,smote
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,4,0.0,0.0,1.0,1.0,0.02,0.07,0.0,255,4,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,124,20,1.0,1.0,0.0,0.0,0.16002481868827326,0.059975181311726744,0.0,255,19,0.07992554393518025,0.06997518131172675,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1.0,1.0,0.0,0.0,0.019675489232093245,0.07,0.0,255,1,0.009675489232093243,0.07,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,1,1.0,1.0,0.0,0.0,0.012355882282446776,0.062355882282446776,0.0,255,1,0.0,0.062355882282446776,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,40,1.0,0.0,0.023103071157916974,0.0,0.023103071157916974,0.023103071157916974,0.023103071157916974,0.023103071157916974,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,8,1.0,1.0,0.0,0.0,0.6418426980800939,0.24210486794660407,0.0,255,66,0.258026216986651,0.02798252200889932,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,5,6,0.0,0.0,0.0,0.17,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.022422571575847674,0.022422571575847674,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,17,0.97,1.0,0.03,0.0,0.28,0.09796512005444688,0.0,255,36,0.14796512005444687,0.04,0.01,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,28,1.0,0.0,0.039545538424175,0.0,0.0,0.0,0.069545538424175,0.069545538424175,0,smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116,1,1.0,1.0,0.0,0.0,0.01,0.07918521602770517,0.0,255,1,0.0,0.06081478397229482,0.0,0.0,1.0,1.0,0.0,0.0,0,smote
0,0,0,0,0,0,0,0,0,0,0,54540,8314,2,1,1,0,0,1,1,0.0,0.0,0.009398500200623494,0.009398500200623494,1.0,0.0,0.0,218,218,1.0,0.0,0.0,0.0,0.0,0.0,0.012349625050155874,0.012349625050155874,0,smote
0,0,0,0,0,0,0,0,0,1,0,54540,8314,2,1,1,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178,178,1.0,0.0,0.01,0.0,0.0,0.0,0.04305934891975759,0.04305934891975759,0,smote
