duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.0,0.9983517637628073,0.0,0.0016482362371926934,1.0,0.0,0.003626119721823917,2,2,1.0,0.0,0.48549552111270433,0.0,1.0,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1.0,1.0,0.0,0.0,0.4405166872165796,0.42759950680208936,0.0,89,24,0.2705166872165796,0.04,0.010516687216579612,0.0,0.9989666255668408,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,1.0,0.9747602200847736,0.0,0.02523977991522641,1.0,0.0,0.055527515813498095,14,13,0.9108632076948151,0.08913679230518493,0.07485613205086415,0.0,0.9108632076948151,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.2815460526774499,0.253391447409705,0.7184539473225501,0.746608552590295,1.0,0.0,0.056309210535489984,46,3,0.29591513162390093,0.7184539473225501,0.04533914474097049,0.7184539473225501,0.2815460526774499,0.2815460526774499,0.6825312499564226,0.7184539473225501,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,8,0.7993960706723768,0.20060392932762316,0.10098876230806568,0.0,0.7993960706723768,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,41,6670,1,0,0,0,0,3,2,0.17925561190779005,0.17925561190779005,0.0,0.410372194046105,0.8996168573316375,0.04481390297694751,0.82074438809221,255,221,0.8673508471882354,0.003585112238155801,0.0,0.0,0.17925561190779005,0.17925561190779005,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,8,1.0,1.0,0.0,0.0,0.4400001740881841,0.2,0.0,101,28,0.28,0.04,0.023999930364726373,0.0,0.9839999303647263,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1.0,0.9776353537859273,0.0,0.022364646214072737,1.0,0.0,0.04920222167096002,9,9,1.0,0.0,0.3031911133161599,0.0,1.0,1.0,0.0,0.0,0,borderline smote
7,0,0,0,0,0,0,0,0,0,0,30,4904,1,0,0,0,0,6,3,0.3965536819899632,0.3965536819899632,0.0,0.0,0.7779299380856206,0.0991384204974908,0.0,255,175,0.6824124226070257,0.013965536819899631,0.0,0.0,0.3965536819899632,0.3965536819899632,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,18282,8289,2,1,0,0,0,2,2,0.0,0.0,0.28653404056889914,0.3523915548584459,1.0,0.0,0.13171502857909356,115,115,1.0,0.0,0.008682849714209065,0.0,0.0,0.0,0.13892559542734503,0.13892559542734503,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,12,1.0,1.0,0.0,0.0,0.29616450893093055,0.10481746652001964,0.0,123,32,0.26269408482182177,0.03134704241091087,0.03134704241091087,0.0,1.0,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1.0,0.9157273208179716,0.0,0.08427267918202846,1.0,0.0,0.16854535836405693,9,9,0.9716908225276513,0.028309177472348762,0.1068545358364057,0.0,0.9716908225276513,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1.0,0.93097878592091,0.0,0.06902121407909008,1.0,0.0,0.13804242815818016,9,9,0.9442381853423621,0.05576181465763786,0.10380424281581802,0.0,0.9442381853423621,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,9,1.0,1.0,0.0,0.0,0.3593936255252589,0.16519453616450758,0.0,109,29,0.27419908936075127,0.03709954468037563,0.03709954468037563,0.0,1.0,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.12858596580914572,0.12858596580914572,0.8714140341908543,0.8714140341908543,0.9279918591468784,0.05657782495602409,0.0,64,4,0.05214649145228645,0.8765574728232202,0.018714140341908544,0.8714140341908543,0.12858596580914572,0.12858596580914572,0.8278433324813115,0.8714140341908543,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,12,1.0,0.9836351497104449,0.0,0.016364850289555102,1.0,0.0,0.036002670637021214,13,11,0.8789134610423983,0.12108653895760163,0.08018108982626694,0.0,0.8789134610423983,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.20331860280862768,0.19315267266819625,0.7966813971913723,0.8068473273318038,1.0,0.0,0.022365046308949046,52,5,0.21925223075245515,0.7966813971913723,0.028132744112345107,0.7966813971913723,0.20331860280862768,0.20331860280862768,0.7568473273318037,0.7966813971913723,0,borderline smote
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,9,1.0,1.0,0.0,0.0,0.36493449416905016,0.16994385214490013,0.0,108,29,0.27499064202415,0.03749532101207501,0.03749532101207501,0.0,1.0,1.0,0.0,0.0,0,borderline smote
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.6248740996069989,0.6248740996069989,0.3751259003930011,0.3751259003930011,1.0,0.0,0.0,29,6,0.5198992796855991,0.4876032383222608,0.06374118697248991,0.3751259003930011,0.5123967616777391,0.6248740996069989,0.35636960537335105,0.3751259003930011,0,borderline smote
