word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_C,char_freq_I,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam,source
0.0,0.0,0.90797782426822,0.0,0.18317540189351045,0.0,1.0911532261617305,0.0,0.0,0.18317540189351045,0.18317540189351045,0.0,0.18317540189351045,0.0,0.0,0.0,0.0,0.0,2.377517136460233,0.0,2.0070957681866894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15690493980775375,0.0,0.0,0.0,0.0,1.4012201600231613,6,26,1,borderline smote
0.0,0.0,0.601744318409486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.601744318409486,0.0,0.0,0.0,0.0,0.0,0.0,2.899520384638253,0.0,3.5623489769509815,0.0,0.0,0.601744318409486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1461847671541143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09141001478128827,0.0,4.646072284926883,25,48,1,borderline smote
0.0,0.26368628774719355,1.2826168999198324,0.0,0.33315554055318064,0.5052548490112257,0.5052548490112257,0.030002631146445163,0.5052548490112257,1.221032551777129,0.1626353179449484,0.7773620509086064,0.4042038792089806,0.0,1.6336573451362968,0.25580138308390965,0.030002631146445163,0.06158434814270325,1.2131476471138452,0.10105096980224515,0.6284235452966322,0.0,0.4342065103554258,0.10105096980224515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030002631146445163,0.0,0.0,0.2021019396044903,0.0,0.0,0.10105096980224515,0.0,0.0,0.0,0.1187369944347941,0.0,0.22231476471138445,0.22231476471138445,0.0,4.119546196519249,37,743,1,borderline smote
0.0,0.0,0.0,0.0,1.7770225692845933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1358763681065463,0.0,0.0,0.0,0.0,1.0,1,6,1,borderline smote
0.0,0.029806190033339636,1.2605814298999811,0.0,0.6554280848725895,0.029806190033339636,0.029806190033339636,0.029806190033339636,0.0,0.11922476013335855,0.0,0.029806190033339636,0.0,0.0,0.0,0.0,0.0,0.6256218948392499,0.7448466549726085,0.0,0.6554280848725895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029806190033339636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6256218948392499,0.0,0.0,0.0,0.0,0.01861230977637431,0.0,0.3463295472336276,0.11018415461347983,0.0,2.318510506826149,12,132,1,borderline smote
0.0,0.0,1.2051229982945788,0.0,0.0,0.0,1.0877181562987184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.419787383925111,0.0,2.1849776999333907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20209060057091416,0.0,0.07076393406234864,0.0,0.0,1.2980849629271811,6,26,1,borderline smote
0.0,0.0,0.1440938399196053,0.0,0.2881876798392106,0.3911075811859175,0.1440938399196053,0.9808729813869043,0.1924497621708483,0.8233891009447334,0.0,0.5897654002009867,0.0,0.0,0.0,0.1440938399196053,0.2881876798392106,0.0,1.9349658817286775,0.0,0.9674829408643387,0.0,0.33654360209045364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4322815197588159,0.0,0.0,0.0,0.0,0.17732208585327008,0.0,0.35464417170654017,0.19576175347939645,0.0,4.304476399083424,76,289,1,borderline smote
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1811817311120003,0.0,0.0,0.0,0.7712577662604196,0.0,0.0,0.7712577662604196,0.0,1.95243949737242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05037494419268506,0.25202420105103207,0.10109730179359554,0.0,1.8947674811004949,11,57,1,borderline smote
0.0,1.6341826158215702,0.6406040592264035,0.0,0.0,0.0,1.6341826158215702,0.0,0.0,1.6341826158215702,1.4606040592264034,0.0,0.0,0.0,0.0,0.8120913079107852,0.0,0.0,3.9247866750479736,0.0,0.17148724868438162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24295135707962,0.0,0.0,15.829001590911338,70,189,1,borderline smote
0.507789960683043,0.0,0.32115099082604337,0.0,0.7547285989476751,0.35088401572678274,0.0,0.06955799213660861,0.06955799213660861,0.06725601048452186,0.03362800524226093,0.41814002621130464,0.38840700131056527,0.03362800524226093,0.0,0.2202669750992606,0.13451202096904372,0.1449124836179346,3.2394660498014787,0.13451202096904372,1.9658053512508462,0.0,0.47919907470221823,0.2538949803415215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06955799213660861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03362800524226093,0.0,0.03362800524226093,0.0,0.0,0.0,0.00588490091739562,0.03713260235901737,0.0,0.383148606685819,0.14853040943606963,0.0,2.032794115204493,16,328,1,borderline smote
